Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	Final_Chosen_Short_Def
pathologisch	adjectief	2.0	119428	119430	blijk gevend van of voortkomend uit een ziekte of uit een ongezonde lichamelijke of geestelijke toestand;  ziekelijk, abnormaal;  als bijwoord: op ziekelijke wijze man, resp. vrouw die een verstokte leugenaar is, vaak als gevolg van een psychische drang afkeer die buitenproportioneel is en als ziekelijk of abnormaal te kenmerken zodanige vormen buiten de normale verhoudingen aannemen dat iets niet meer controleerbaar blijft;  ziekelijke vormen aannemen	ziekelijk; abnormaal	ziekelijk
patience	substantief	1.0	119474	119475	kalme en bedaarde volharding	geduld; kalmte	geduld
peetmoeder	substantief	1.0	431023	548511	vrouwelijk persoon die, samen met een man, de  dooppeter  of  peetoom , als getuige aanwezig is bij de doop van een kind, en die zich daardoor ook borg stelt voor de latere christelijke opvoeding van dat kind;  peettante iemand die voor een bepaalde groep (een partij, geestelijke stroming, muziekstroming, regio, bedrijf, sporttak, etc.) enorm veel betekend heeft en hierbinnen ook veel te zeggen heeft;  toonaangevend persoon die vaak ook leiding geeft;  ook: leermeester	doopmeter; peettante toonaangevend persoon	peettante toonaangevend persoon
peetvader	substantief	1.0	119806	119807	mannelijke persoon die, samen met een vrouw, de  peetmoeder , als getuige aanwezig is bij de doop van een kind, en die zich daardoor ook borg stelt voor de latere christelijke opvoeding van dat kind;  peetoom hoofd van een maffiafamilie;  godfather hoofd van een crimineel circuit;  crimineel met een leidende rol;  vooraanstaande crimineel iemand die voor een bepaalde groep (een partij, geestelijke stroming, muziekstroming, regio, bedrijf, sporttak, etc.) enorm veel betekend heeft en hierbinnen ook veel te zeggen heeft;  toonaangevend persoon die vaak ook leiding geeft;  ook: leermeester beschermende instantie	dooppeter; peetoom hoofd van een maffiafamilie hoge crimineel toonaangevend persoon beschermende instantie	peetoom hoofd van een maffiafamilie hoge crimineel toonaangevend persoon beschermende instantie
pegel	substantief	2.0	119808	119810	gulden of euro;  in het meervoud: geld	gulden, euro; geld	gulden, euro
peloton	substantief	8.0	119926	621086	(figuurlijk) zeer grote groep min of meer gelijkaardige personen, dieren of zaken;  groot aantal;  troep;  massa	(figuurlijk) zeer grote groep; drom; menigte	(figuurlijk) zeer grote groep
piccalilly	substantief	1.0	121222	121223	mengsel van ingemaakte stukjes groenten met azijn en mosterd, dat fris en zuur smaakt, meestal een basis heeft van augurken, zilveruitjes en bloemkool en vooral als broodbeleg of, als tafelzuur, bij kapucijners, hutspot of vleesgerechten gegeten wordt;  ook: felgele saus met genoemde bestanddelen die met of in plaats van mayonaise bij patates frites gegeten wordt	groentemengsel; saus	groentemengsel
pijn	substantief	B.1.0	121449	370862	oude benaming voor een kegeldragende naaldboom van het geslacht  Pinus	pijnboom; den	pijnboom
pinken	werkwoord	1.0	121713	121715	knipperen;  flikkeren het knipperlicht van een voertuig aanzetten;  met het knipperlicht richting aangeven	flonkeren; knipperen het knipperlicht aanzetten	knipperen het knipperlicht aanzetten
pinker	substantief	1.0	121716	121717	oranje of geel, knipperend licht van een gemotoriseerd voertuig dat gebruikt wordt om richting aan te geven en soms als waarschuwingssignaal dient;  richtingwijzer	knipperlicht; richtingaanwijzer	richtingaanwijzer
pissijn	substantief	1.0	505006	505053	plaats, inrichting die bestemd is om er in het openbaar te urineren;  openbare waterplaats;  pissoir	openbaar toilet; urinoir	openbaar toilet
pissoir	substantief	1.0	473440	505082	plaats, inrichting die bestemd is om er in het openbaar te urineren;  openbare waterplaats	openbaar toilet; urinoir	openbaar toilet
pissoir	substantief	2.0	473440	505090	aan de wand van een toiletruimte gehangen bak waarin mannen kunnen urineren, voorzien van een manueel te bedienen of een automatisch doorspoelsysteem	plasbak voor mannen; urinoir	plasbak voor mannen
pistool	substantief	2.0	121895	564416	pistoolvormig werktuig of machine met een pistoolvormig onderdeel, waardoor iets met kracht naar buiten komt apparaat of werktuig om verf mee te spuiten;  verfpistool;  verfspuit apparaat waarmee oorbellen door oren geschoten kunnen worden;  apparaat voor oorpiercings pistoolvormig gereedschap waarmee nietjes of spijkers ergens ingeschoten kunnen worden apparaat dat water met enorme kracht naar buiten spuit;  hogedrukspuit;  hogedrukreiniger pistoolvormig werktuig waarmee gelast kan worden;  laspistool	pistoolvormig werktuig verfpistool; verfspuit apparaat voor oorpiercings nietpistool of spijkerpistool hogedrukreiniger laspistool	verfspuit apparaat voor oorpiercings nietpistool of spijkerpistool hogedrukreiniger laspistool
pistool	substantief	2.1	121895	564417	apparaat of werktuig om verf mee te spuiten	verfpistool; verfspuit	verfpistool
pizzicato	substantief	2.0	121964	121966	wijze van vioolspelen waarbij niet met de strijkstok gestreken wordt, maar waarbij met de vingertoppen getokkeld wordt	pizzicatotechniek; pizzicatospel	pizzicatotechniek
pizzicato	substantief	3.0	121964	121967	noot of passage uit een muziekstuk, waarbij niet met de strijkstok gestreken wordt, maar waarbij met de vingertoppen getokkeld wordt;  pizzacatonoot	pizzicatonoot; pizzicatopassage	pizzicatopassage
plaatje	substantief	3.0	122043	542878	beeld;  mooi aanzicht;  meestal: schoonheid;  mooi, doorgaans vrouwelijk, persoon;  mooi persoon om te zien een mooi/mooie ...	visueel geheel mooi beeld; schoonheid	visueel geheel mooi beeld
plaatje	substantief	5.0	122043	214509	muziekdrager, oorspronkelijk een plaat van vinyl, later ook een cd opname op een plaat of op een andere geluidsdrager zoals een cd;  muzikale inhoud van een muziekdrager, zoals een elpee of cd;  muziek op een plaat of cd;  album of nummer	muziekdrager; elpee of cd (muziek)opname	elpee of cd (muziek)opname
plaatje	substantief	3.1	122043	542879	 mooi aanzicht;  meestal: schoonheid;  mooi, doorgaans vrouwelijk, persoon;  mooi persoon om te zien een mooi/mooie ...	mooi beeld; schoonheid	mooi beeld
plaque	substantief	1.0	122364	122365	schadelijke aanslag of afzetting van een substantie in of op een deel van het lichaam, bv. van bacteriën op de tanden, van cholesterol in de slagaders enz.	aanslag; afzetting	afzetting
pointer	substantief	3.0	123297	296834	indicator op het beeldscherm die de bewegingen en functies van de muis weergeeft	muiscursor; muisaanwijzer	muisaanwijzer
portier	substantief	3.0	124335	328834	iemand die zich ophoudt voor de ingang van een café, discotheek of (nacht)club die belast is met het inlaten en uitlaten van gasten	buitenwipper; uitsmijter	buitenwipper
portier	substantief	4.0	124335	361755	voetbalspeler die de taak heeft het doel te verdedigen;  doelverdediger	doelman; keeper	doelman
pots	substantief	1.0	124700	124701	ondeugende grap of grol die iemand uithaalt, vaak om iemand te foppen	grap; grol; streek	streek
preiskoro	substantief	1.0	602030	604519	school voor peuters;  peuterspeelzaal	peuterschool; kleuterschool	kleuterschool
prof	substantief	1.0	126452	126453	iemand die voor zijn beroep aan een universiteit of hogeschool in de hoogste wetenschappelijke rang doceert en onderzoek verricht en leidt	professor; hoogleraar	hoogleraar
prof	substantief	2.0	126452	126454	iemand die een sport beoefent voor zijn beroep;  profsporter	beroepssporter; professional	beroepssporter
profsporter	substantief	1.0	126585	126586	iemand die een sport beoefent voor zijn beroep;  prof	beroepssporter; professional	beroepssporter
prunus	substantief	1.0	127258	127259	boom die behoort tot de uitgebreide rozenfamilie die steenvruchten voortbrengt zoals de pruimenboom, de zoete en zure kers en die in tal van siervarianten voorkomt;  door betekenisspecialisering vaak ook ter aanduiding van een boom uit de groep van de sierkersen, of in het bijzonder van de Japanse sierkers boomsoort die  prunus  wordt genoemd;  boomsoort van de prunus een gezamenlijk aantal prunussen dat ergens groeit;  een hoeveelheid prunussen als een geheel of eenheid beschouwd	boom uit de rozenfamilie; sierkers boomsoort van de prunus een geheel van prunussen	sierkers boomsoort van de prunus een geheel van prunussen
psychotroop	substantief	2.0	127469	127471	stof die, geneesmiddel of product dat de psyche beïnvloedt en veranderingen in de geest teweegbrengt	psychotrope stof; psychotroop geneesmiddel	psychotroop geneesmiddel
puf	substantief	1.0	127594	127595	 zin de fut is eruit;  de energie is op	fut; zin	fut
quatsch	substantief	1.0	438451	514066	 gepraat zonder veel inhoud of belang;  onzin dat is onzin totale onzin absolute onzin wat een onzin als minachtend of verontwaardigd tussenwerpsel gebruikt om iets als onzin te bestempelen	onzinnige, dwaze praatjes; kletskoek; onzin als minachtend tussenwerpsel gebruikt	onzin als minachtend tussenwerpsel gebruikt
redundant	adjectief	1.0	130224	130225	het nodige te boven gaand;  overtollig functioneel niet noodzakelijk, maar extra aanwezig om storingen of fouten in andere delen van het systeem te kunnen opvangen of een systeem efficiënter te laten werken;  dubbel	overtollig; overbodig dubbel	overbodig dubbel
rins	adjectief	1.0	133024	133025	lichtjes zuur of zuurachtig;  zowel met positieve connotatie in de zin van: friszuur, als met negatieve bijgedachte voor: zurig	zuurachtig; zurig	zuurachtig
risicoloos	adjectief	1.0	133100	133101	 vrij van risico;  geen risico, gevaar met zich meebrengend;  niet gepaard gaande met een risico of risico's;  waaraan geen risico verbonden is;  zonder risico te nemen;  risicovrij	zonder risico; gevaarloos	zonder risico
risicovrij	adjectief	1.0	133116	485084	 geen risico, gevaar met zich meebrengend;  niet gepaard gaande met een risico of risico's;  waaraan geen risico verbonden is;  zonder risico of risico's;  risicoloos	vrij van risico; gevaarloos	vrij van risico
riviergrondel	substantief	1.0	219296	219298	zoetwatervisje met een dikke kop en twee vergroeide borstvinnen dat tot de karperachtigen behoort;  grondeling;  ook: soort van karperachtig zoetwatervisje met een dikke kop en twee vergroeide borstvinnen	karperachtige vis; grondel	karperachtige vis
roderen	werkwoord	2.0	133397	133399	 zich al spelend voorbereiden op iets;  van wielrenners, motorrijders ook: zich inrijden	zich inspelen; warmdraaien	zich inspelen
roos	substantief	4.0	134427	134430	ronde plek in het midden van een schietschijf, bijvoorbeeld bij het boogschieten, het dartsspel of in een schietkraam, die het hoogste aantal punten oplevert als ze geraakt wordt het gewenste doel bereiken of een succes behalen een actie waarmee men het beoogde doel heeft bereikt of waarmee men een succes behaalt zo vaak de roos van de schietschijf getroffen hebben voltreffer in een andere sport, bijvoorbeeld voetbal;  goal een punt of doelpunt scoren;  scoren	middelpunt van een schietschijf voltreffer; doelpunt; goal	middelpunt van een schietschijf voltreffer
roos	substantief	4.1	134427	374267	voltreffer in een andere sport, bijvoorbeeld voetbal;  goal een punt of doelpunt scoren;  scoren	voltreffer; doelpunt; goal	voltreffer
rotsmoes	substantief	1.0	396977	516887	 praatje waarvan direct duidelijk is dat het een smoes is;  doorzichtige smoes;  neutraler ook: flauwe, vervelende, nare smoes	zeer slechte smoes; flauwe smoes	zeer slechte smoes
ruiming	substantief	1.0	135231	135232	het verwijderen en veilig afvoeren van ongewenste elementen op een bepaalde locatie, zoals besmet vee in een agrarisch bedrijf, explosieven, vervuilende olie, oude graven op een begraafplaats of de gehele begraafplaats;  opruiming de ruiming van vee op een boerenbedrijf de ruiming van de inhoud van een put (zoals een beerput);  het schoonmaken of leeghalen van een put de ruiming van zaken op een weg;  het vrijmaken van een weg	het ruimen; opruiming	het ruimen
saampjes	bijwoord	1.0	473750	663858	"met ons tweeën (""met z'n tweeën"");  in gezelschap van elkaar een paar vormen;  een stelletje zijn;  een liefderelatie met elkaar hebben"	met ons tweeën; met elkaar	met ons tweeën
sassen	werkwoord	1.0	136302	136303	zijn urine lozen;  plassen;  in hetzelfde informele register: piesen	urineren; piesen; pissen	urineren
scheve gezichten	verbinding	1.0	915876	915877	gevoelens van onrechtvaardigheid en jaloezie;  ook: gezichten die daarvan blijk geven;  chagrijnig gezichten	gevoelens van jaloezie e.d.; boze koppen	gevoelens van jaloezie e.d.
schieraal	substantief	1.0	137644	137645	geslachtsrijpe aal met een zilvergrijze of grijsachtige kleur, die vanuit de rivier naar zee trekt om te paaien	geslachtsrijpe aal; paling	geslachtsrijpe aal
schijt	substantief	1.0	137770	137771	darmstoornis met abnormaal frequente en dunne tot waterige ontlasting;  buikloop;  schijterij zich niets gelegen laten liggen aan iemand of iets;  totaal geen rekening houden met iemand of iets;  maling, lak hebben aan iemand of iets geheel zijn eigen gang gaan, zonder zich om iemand of iets te bekommeren of zich door iemand of iets te laten hinderen geheel zijn eigen gang gaan, zonder zich om iemand of iets te bekommeren of zich door iemand of iets te laten hinderen iets zo onaangenaam, lelijk, verfoeilijk, ergerlijk of vervelend vinden dat men er als het ware ziek van wordt en aan de diarree gaat;  ergens zeer van balen	(het hebben van) diarree; schijterij	(het hebben van) diarree
schijt	substantief	2.0	137770	874297	vaste uitwerpselen van mens of dier, vaak met de bijgedachte aan iets walgelijks;  stront uitroep, formule waarmee iemand te kennen geeft dat hij of zij absoluut niet akkoord gaat met iets;  bekijk het maar;  donder op	drek; poep; stront	stront
schijt-	overige	1.0	932112	932114	als eerste deel in tal van samenstellingen ook gebruikt als voorvoegsel, om aan te geven dat wie of wat in het tweede deel van de samenstelling genoemd is geen enkele kwaliteit heeft: zeer slecht	zeer slecht; waardeloos; rot	zeer slecht
schijt-	overige	2.0	932112	932115	als eerste deel in tal van samenstellingen gebruikt als versterkend voorvoegsel, om aan te geven dat wat in het tweede deel van de samenstelling genoemd is in hoge mate het geval is: zeer	zeer; in hoge mate; erg	in hoge mate
schijten	werkwoord	1.0	137772	137773	 zijn gevoeg doen;  zijn behoefte doen;  afgaan;  poepen iemand met veel minachting bejegenen of onheus behandelen sprekend op iemand lijken (eigenlijk) zijn ontlasting niet kunnen ophouden en (per ongeluk) in zijn broek poepen (figuurlijk) zeer bang zijn;  zo bang zijn dat iemand als het ware in zijn broek poept van angst zeer bang zijn voor een of meer personen, dieren of zaken;  zo bang zijn voor het genoemde dat iemand als het ware in zijn broek poept van angst ga (toch) heen;  schiet (toch) op maling hebben aan de gevoelens van iemand;  zich totaal niets gelegen laten liggen aan iemand;  lak hebben aan iemand maling hebben aan iets;  zich totaal niets gelegen laten liggen aan iets;  lak hebben aan iets zich laten ontmoedigen (door tegenslag);  zich uit het veld laten slaan een wind laten;  een scheet laten	ontlasting hebben; kakken; poepen	ontlasting hebben
schijter	substantief	3.0	137774	873710	eigenlijk: aars;  poepgat;  vervolgens: achterwerk	achterwerk; kont	achterwerk
schijterig	adjectief	1.0	137776	137777	van nature een gebrek aan moed hebbend;  snel of in veel situaties angstig;  geneigd tot bangheid;  van nature angstig	bang; bangelijk	bangelijk
schijterigheid	substantief	1.0	873771	873778	het schijterig zijn;  het snel of in veel situaties angstig zijn;  geneigdheid om bang te zijn	bangheid; bangigheid	bangigheid
schijthuis	substantief	1.0	137778	137779	afzonderlijk gebouwtje bij een woning dat dient als wc vertrek in een huis of ander gebouw met daarin een closet dat uitgerust is met een waterspoelingsinstallatie;  afgesloten ruimte met een toilet;  vervolgens ook ter aanduiding van het watercloset zelf;  toiletruimte;  wc;  plee het is een enorme hoeveelheid;  ook: het komt heel vaak voor toiletgelegenheid buitenshuis, bv. op een karzene of een camping, doorgaans deel uitmakend van een reeks van dergelijke toiletgelegenheden in een apart gebouw;  gebouw met latrines of wc's;  toiletgebouw toiletgelegenheid op de openbare weg, hetzij op een vaste plek, hetzij mobiel;  openbaar toilet	gebouwtje dat dient als wc wc; toiletruimte toiletgebouw toilet op de openbare weg	toiletruimte toiletgebouw toilet op de openbare weg
schijthuis	substantief	1.1	137778	873900	vertrek in een huis of ander gebouw met daarin een closet dat uitgerust is met een waterspoelingsinstallatie;  afgesloten ruimte met een toilet;  vervolgens ook ter aanduiding van het watercloset zelf;  plee het is een enorme hoeveelheid;  ook: het komt heel vaak voor	wc; toiletruimte	toiletruimte
schijtlollig	adjectief	1.0	874390	874480	lollig, grappig bedoeld, maar in feite niet echt leuk;  zogenaamd lollig;  quasilollig	niet echt lollig; niet echt grappig	niet echt grappig
schijtziek	adjectief	1.0	416859	874601	(eigenlijk) heel erg ziek;  zeer ziek;  doodziek helemaal genoeg hebben van iets;  het helemaal gehad hebben met iets;  iets totaal niet meer kunnen verdragen helemaal genoeg hebben van iemand;  het helemaal gehad hebben met iemand;  iemand totaal niet meer kunnen verdragen helemaal genoeg hebben van iets;  het helemaal gehad hebben met iets;  iets totaal niet meer kunnen verdragen	heel erg ziek; doodziek	heel erg ziek
schijtziek	adjectief	2.0	416859	884029	 zeer slecht;  zo slecht, ergerlijk, waardeloos e.d. dat je er ziek van zou worden	heel erg slecht; ziekmakend	heel erg slecht
seksloos	adjectief	4.0	139934	206642	niet gebonden aan het mannelijk of vrouwelijk geslacht;  mannelijk noch vrouwelijk	onzijdig; sekseneutraal	sekseneutraal
site	substantief	B.1.0	141543	537819	terrein waar aan opgravingen wordt gedaan of waarop gebouwd wordt	opgravingsterrein; bouwterrein	opgravingsterrein
slechtgekleed	adjectief	1.0	231263	231264	op een manier gekleed die algemeen als niet goed, niet netjes wordt beschouwd;  met lelijke of niet bij de gelegenheid passende kleren aan	niet keurig gekleed; niet netjes aangekleed	niet netjes aangekleed
s.n.	bijwoord	2.0	669964	669967	(Latijn) stilo novo, letterlijk 'nieuwe stijl', ook: stili novi, letterlijk 'naar de nieuwe stijl';  volgens de gregoriaanse kalender	stilo novo; stili novi	stilo novo
snibbig	adjectief	1.0	143593	143594	 geprikkeld en afgemeten;  bits;  vinnig;  op bitse, vinnige wijze blijk gevend van een fel en nijdig karakter;  een fel en nijdig karakter of een felle en nijdige gemoedstoestand uitstralend, weerspiegelend	fel en nijdig; geprikkeld en afgemeten blijk gevend van een fel en nijdig karakter	geprikkeld en afgemeten blijk gevend van een fel en nijdig karakter
snip	adjectief	B.1.0	143642	309017	 ziekjes;  soms ook: snipverkouden	verkouden; snifferig	
speerpunt	substantief	3.0	145356	595340	belangrijkste onderdeel;  kern	centrum; spil	centrum
speerpunt	substantief	4.0	145356	595465	degene die zo goed in iets is dat het om hem of haar draait;  topstuk	grootste talent; spil	grootste talent
speurder	substantief	1.0	145590	145591	iemand die voor de recherche of een detectivebureau speurwerk verricht om misdrijven op te lossen	rechercheur; detective	rechercheur
speurneus	substantief	2.0	145617	145619	iemand die voor de recherche of een detectivebureau speurwerk verricht om misdrijven op te lossen;  detective instantie die misdrijven naspeurt;  onderzoekscommissie	rechercheur; detective onderzoekscommissie	detective onderzoekscommissie
spint	substantief	3.0	145934	145935	jonge, lichter gekleurde en zachte houtlaag die zich direct onder de schors bevindt	jonge houtlaag; spinthout	jonge houtlaag
spinthout	substantief	1.0	239810	239870	jonge, lichtergekleurde en zachte houtlaag die zich direct onder de schors bevindt	jonge houtlaag; spint	jonge houtlaag
spiraal	substantief	2.0	145957	575282	stoffelijke zaak waarvan het ontwerp, het uiterlijk, de bouw of structuur de vorm heeft van een tweedimensionale spiraal;  iets met een vlakke spiraalvorm veer in een horloge, die gewonden is in de vorm van een vlakke spiraal;  horlogeveer met een vlakke spiraalvorm pad dat of weg die is aangelegd met de vorm van een vlakke spiraal, vaak als tuindecoratie of om de symboliek;  spiraalvormig pad	iets met een vlakke spiraalvorm horlogeveer met een vlakke spiraalvorm spiraalvormig pad; spiraalweg	iets met een vlakke spiraalvorm horlogeveer met een vlakke spiraalvorm spiraalvormig pad
spiraal	substantief	2.2	145957	575355	pad dat of weg die is aangelegd met de vorm van een vlakke spiraal, vaak als tuindecoratie of om de symboliek	spiraalvormig pad; spiraalweg	spiraalvormig pad
spoor	substantief	C.4.0	146271	644651	weg, strook met een stel van doorgaans twee rijen metalen staven of rails waarover voertuigen op wielen geleid worden, zoals treinen en trams;  eveneens in toepassing op de metalen staven zelf, al dan niet met inbegrip van de dwarsliggers daaronder doodlopende spoorweg, aan het einde doorgaans afgesloten door een stootbok verkeer of vervoer over de spoorwegen;  verkeer of vervoer per trein netwerk van spoorwegen;  spoorwegnetwerk spoortrein;  trein bedrijf dat zich toelegt op het vervoer door middel van treinen;  spoorwegbedrijf	weg met rails, resp. rails verkeer of vervoer per trein spoorwegnetwerk spoortrein; trein spoorwegbedrijf	weg met rails, resp. rails verkeer of vervoer per trein spoorwegnetwerk spoortrein
stalinist	substantief	2.0	147878	881721	iemand die vergeleken wordt met Jozef Stalin en diens politiek, vooral vanwege de strenge tucht, de harde aanpak, de meedogenloosheid of de wreedheid daarvan;  voorstander van de harde lijn, van een harde aanpak;  ijzervreter	voorstander van een harde aanpak; hardliner	voorstander van een harde aanpak
stante pede	bijwoord	1.0	432327	954010	(Latijn, letterlijk 'op staande voet') onmiddellijk;  meteen op dat moment;  dadelijk	met onmiddellijke ingang; direct	met onmiddellijke ingang
stiekempjes	bijwoord	1.0	394212	663873	zonder dat iemand het merkt of zonder iets te laten merken;  in het geheim;  in het geniep;  stiekem;  stilletjes;  ook: geleidelijk (aan);  langzamerhand;  ongemerkt	(heel) stiekem; heimelijk	(heel) stiekem
st.n.	bijwoord	1.0	669970	669988	(Latijn) stilo novo, letterlijk 'nieuwe stijl', ook: stili novi, letterlijk 'naar de nieuwe stijl';  volgens de gregoriaanse kalender	stilo novo; stili novi	stilo novo
stouwen	werkwoord	1.0	150104	150105	goederen, bagage of spullen zodanig in een schip, voertuig of ruimte bergen, dat alles goed blijft liggen, goed verdeeld is en zo min mogelijk ruimte inneemt;  ook: iets ergens in stoppen of stapelen in het algemeen	bergen; stoppen	stoppen
st.v.	bijwoord	1.0	669973	669998	(Latijn) stilo veteri, letterlijk 'oude stijl', ook: stili veteris, letterlijk 'naar de oude stijl';  volgens de juliaanse kalender	stilo veteri; stili veteris	stili veteris
subiet	bijwoord	1.0	151612	151613	 onmiddellijk;  terstond;  ogenblikkelijk	meteen; direct	
s.v.	bijwoord	1.0	330124	330149	(Latijn) sub voce, ook: sub verbo, onder het (volgende) woord	sub voce; sub verbo	
s.v.	bijwoord	2.0	330124	670002	(Latijn) stilo veteri, letterlijk 'oude stijl', ook: stili veteris, letterlijk 'naar de oude stijl';  volgens de juliaanse kalender	stilo veteri; stili veteris	stili veteris
tantoe	bijwoord	1.0	945660	945873	 in hoge mate	heel; erg; zeer	heel
te dien aanzien	bijwoord	1.0	475080	560037	met het oog op het genoemde;  met het oog daarop;  ten aanzien daarvan;  ten opzichte daarvan;  met betrekking daartoe;  hiervoor	in dat opzicht; daarvoor	in dat opzicht
te hoop lopen	werkwoord	1.0	928184	928185	massaal bijeenkomen;  met veel mensen te voet bij elkaar komen;  ook: massaal protesteren, bijvoorbeeld langs digitale weg, zonder fysiek ergens samen te komen	samenkomen; samenscholen	samenscholen
te lande	bijwoord	1.0	388951	877430	 vooral: in het land waarvan sprake is;  in dit land in het land waarvan hier sprake is;  in dit land overal in het land;  overal in het land waarvan sprake is	in het land; in dit land	in het land
tech	substantief	1.0	880148	880150	geheel van technieken, vaardigheden, methoden en processen die worden ingezet voor de productie van goederen of diensten of voor wetenschappelijk onderzoek;  ook specifiek: informatietechnologie	techniek; technologie	technologie
tekstschrijver	substantief	2.0	154224	154226	iemand die voor zijn beroep of uit liefhebberij liedteksten, cabaretteksten of teksten voor televisieprogramma's schrijft	songschrijver; tekstdichter	songschrijver
thuiswinkel	substantief	1.0	156146	217143	winkel waar men, meestal via internet of per postorder, van thuis uit koopwaar bestelt die vervolgens thuis wordt afgeleverd	webwinkel; postorderbedrijf	postorderbedrijf
tierelantijn	substantief	3.0	156279	156282	overdreven toevoeging, bv. bij een vertoning, een uitvoering uiterlijk vertoon	overdreven toevoeging vertoon; opsmuk	overdreven toevoeging vertoon
tierelantijn	substantief	3.1	156279	156285	uiterlijk vertoon	vertoon; opsmuk	vertoon
tijger	substantief	9.0	156487	200454	eetbare wortelknol van de aardamandel (Cyperus esculentus), die gebruikt kan worden als aas bij het vissen op karpers	aardamandel; tijgernoot	aardamandel
toneelspeler	substantief	1.0	157797	157798	iemand die toneelspeelt, voor zijn beroep of uit liefhebberij;  acteur iemand die doet alsof of die goed kan doen alsof en die dit mogelijk inzet om anderen te bedriegen of te misleiden	iemand die toneelspeelt; acteur iemand die doet alsof	acteur iemand die doet alsof
tong	substantief	1.0	157833	157835	week, beweeglijk orgaan in de mond van mens en dier dat gebruikt wordt om mee te eten en te proeven en dat voor mensen van belang is om mee te spreken persoon die spreekt;  spreker manier van spreken;  tongval;  uitspraak;  accent;  ook: stijl van spreken;  wijze om iets te zeggen tong van een dier (meestal een koe) die geschikt is voor consumptie;  tong van een dier om op te eten voorwerp dat lijkt op een tong, zoals een landtong of de tong van een schoen	orgaan in de mond spreker tongval; spreekstijl orgaan van dier als voedsel op een tong lijkend voorwerp	spreekstijl orgaan van dier als voedsel op een tong lijkend voorwerp
tong	substantief	1.2	157833	199516	manier van spreken;  uitspraak;  accent;  ook: stijl van spreken;  wijze om iets te zeggen	tongval; spreekstijl	spreekstijl
traagzaam	adjectief	1.0	366289	553655	traag en vaak ook moeizaam;  in een laag tempo;  op langzame, trage wijze	traag; langzaam	langzaam
tukker	substantief	1.0	160442	160444	iemand die afkomstig is uit Twente, een oostelijke landstreek in Nederland, grotendeels gelegen in de provincie Overijssel en voor een klein deel in de provincie Gelderland;  inwoner van Twente;  Twentenaar iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Twente;  in het bijzonder ook: speler of aanhanger van FC Twente of Heracles, de Nederlandse voetbalclubs uit Enschede en Almelo die in het betaald voetbal uitkomen	Twent; Twentenaar lid e.d. van een club uit Twente	Twentenaar lid e.d. van een club uit Twente
U-bocht	substantief	2.0	161383	606317	omweg waarbij men een draai van 180 graden maakt om zijn doel te bereiken en veelal een of meer obstakels, zoals wettelijke voorschriften, probeert te omzeilen;  omtrekkende beweging waarmee men alsnog het doel probeert te bereiken;  koerswijziging waarbij men een andere richting kiest om een gesteld doel te bereiken	omweg; koerswijziging	koerswijziging
uitsmijter	substantief	3.0	162313	366611	iemand die zich ophoudt voor de ingang van een café, discotheek of (nacht)club die belast is met het inlaten en uitlaten van gasten	portier; buitenwipper	buitenwipper
uitsnede	substantief	2.0	162315	162317	een foto, film, of andere voorstelling in de kunst, beschouwd als stukje uit een ruimte, tijdsruimte, de werkelijkheid of het leven	stukje; fragment	fragment
uitverkoop	substantief	1.0	162530	162531	het tegen korting verkopen van goederen, bijvoorbeeld omdat deze weg moeten zoals aan het einde van een seizoen of na de feestdagen;  koopjes;  solden;  ook: periode waarin de uitverkoop plaatsvindt het afstoten van bedrijfsonderdelen of gedwongen verkoop van een bedrijf (vaak tegen een relatief lage prijs) om financieel weer gezond te worden het goedkoop aanbieden van over te nemen personeel om financieel orde op zaken te krijgen	opruiming; solden verkoop van bedrijfsonderdelen ontslag of goedkope overplaatsing	solden verkoop van bedrijfsonderdelen ontslag of goedkope overplaatsing
unverfroren	adjectief	2.0	433408	663142	 driest;  ongegeneerd;  vrijpostig alle kenmerken van iets hebbend;  echt	brutaal; ongegeneerd echt; onvervalst	ongegeneerd echt
unverfroren	adjectief	2.1	433408	663151	alle kenmerken van iets hebbend	echt; onvervalst	onvervalst
urinoir	substantief	1.0	163197	163198	plaats, inrichting die bestemd is om er in het openbaar te urineren;  openbare waterplaats	openbaar toilet; pissoir	openbaar toilet
va-et-vient	substantief	1.0	437953	663687	(Frans, letterlijk 'gaat en komt') komen en gaan van personen en/of zaken;  grote drukte;  heen-en-weergeloop het voortdurend heen-en-weer reizen van de ene naar de andere bestemming;  heen-en-weergereis	komen en gaan; grote drukte heen-en-weergereis	grote drukte heen-en-weergereis
van de drukpers rollen	verbinding	1.0	911640	911642	 zopas verschenen zijn	net gepubliceerd zijn;	net gepubliceerd zijn
van harte	bijwoord	1.0	525163	925914	 volledig gemeend	met heel het hart; oprecht	
v.d.	overige	2.0	417429	586019	van de	in namen: van de; ook: van der; van den	
v.e.	substantief	2.0	586093	586095	vervuilingseenheid, verontreinigingseenheid, d.i. een woonhuis of bedrijfsruimte waarvan de eigenaar verplicht is belasting af te dragen aan het waterschap voor het lozen van afvalwater op de riolering of het oppervlaktewater;  ook als afkorting voor het meervoud: vervuilingseenheden;  verontreinigingseenheden	vervuilingseenheid; verontreinigingseenheid	verontreinigingseenheid
